Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
2020-06-25,83.03,93.4,-1.3(-1.37 %),169470,15816000000,55000,5126000000,93.3,94.4,92.8
2020-06-24,84.19,94.7,0.5(0.53 %),214320,20226000000,0,0,94.5,95.1,94.0
2020-06-23,83.74,94.2,-2.7(-2.79 %),432630,41033000000,0,0,96.2,96.3,94.2
2020-06-22,86.14,96.9,-0.4(-0.41 %),508020,49050000000,300000,28995000000,97.0,97.0,95.2
2020-06-19,86.5,97.3,6.3(6.92 %),1840100,178233000000,0,0,91.0,97.3,91.0
2020-06-18,80.9,91.0,-0.9(-0.98 %),312850,28539000000,2000000,196000000000,91.9,92.5,90.9
2020-06-17,81.7,91.9,-1.5(-1.61 %),380880,34953000000,0,0,93.0,93.4,90.5
2020-06-16,83.03,93.4,4.4(4.94 %),658480,60788000000,0,0,91.5,94.8,89.9
2020-06-15,79.12,89.0,-2.8(-3.05 %),791710,71772000000,0,0,93.0,93.0,89.0
2020-06-12,81.61,91.8,-1.2(-1.29 %),875940,79883000000,0,0,90.0,92.5,89.9
2020-06-11,82.68,93.0,-2.6(-2.72 %),761540,72429000000,0,0,95.6,96.2,93.0
2020-06-10,84.99,95.6,-0.6(-0.62 %),488490,46742000000,0,0,96.2,96.2,95.4
2020-06-09,85.52,96.2,0.2(0.21 %),318400,30747000000,0,0,97.0,97.0,96.1
2020-06-08,85.34,96.0,1(1.05 %),482180,46618000000,0,0,95.2,97.6,95.2
2020-06-05,84.46,95.0,-1(-1.04 %),525870,50224000000,100000,9550000000,96.0,96.2,95.0
2020-06-04,85.34,96.0,-0.8(-0.83 %),550740,52980000000,5964420,575558959800,96.8,96.8,96.0
2020-06-03,86.06,96.8,0.1(0.10 %),466430,44842000000,150000,14419500000,96.5,96.8,95.5
2020-06-02,85.97,96.7,-0.5(-0.51 %),501700,48498000000,0,0,97.2,97.2,96.5
2020-06-01,86.41,97.2,0.2(0.21 %),481490,46673000000,100000,9692000000,97.0,97.2,96.5
2020-05-29,86.23,97.0,0(0.00 %),493500,47905000000,0,0,97.0,97.5,96.6
2020-05-28,86.23,97.0,0.1(0.10 %),314790,30500000000,38800,3759332000,96.9,97.5,96.3
2020-05-27,86.14,96.9,0(0.00 %),591440,57353000000,1590340,154107597200,96.9,97.9,96.5
2020-05-26,86.14,96.9,-0.2(-0.21 %),360000,34837000000,300000,29088000000,97.0,97.5,96.4
2020-05-25,86.32,97.1,0.7(0.73 %),216400,20905000000,4000000,385600000000,96.2,97.1,96.0
2020-05-22,85.7,96.4,-1.6(-1.63 %),292930,28436000000,0,0,98.0,98.0,96.4
2020-05-21,87.12,98.0,1.4(1.45 %),674380,65833000000,300030,29315208600,97.0,98.0,96.9
2020-05-20,85.88,96.6,0.1(0.10 %),254730,24616000000,0,0,96.4,97.0,96.1
2020-05-19,85.79,96.5,0(0.00 %),729850,70844000000,14000000,1351350000000,97.1,97.4,96.0
2020-05-18,85.79,96.5,-0.5(-0.52 %),229440,22090000000,532000,51331600000,97.0,97.0,95.5
2020-05-15,86.23,97.0,1(1.04 %),327650,31672000000,799380,77140170000,96.0,97.5,95.8
2020-05-14,85.34,96.0,1(1.05 %),1002810,95420000000,700000,66890000000,95.0,96.7,93.9
2020-05-13,84.46,95.0,-2(-2.06 %),2652530,250792000000,0,0,95.1,96.0,91.5
2020-05-12,86.23,97.0,-0.5(-0.51 %),770030,74516000000,83000,8041870000,97.4,97.4,95.0
2020-05-11,86.68,97.5,0(0.00 %),1358920,131948000000,1535000,149662500000,97.5,98.0,95.9
2020-05-08,86.68,97.5,1.5(1.56 %),1683960,164993000000,245000,24041850000,96.4,100.0,96.1
2020-05-07,85.34,96.0,1(1.05 %),617800,59011000000,0,0,95.0,96.0,94.0
2020-05-06,84.46,95.0,2.3(2.48 %),773570,72593000000,0,0,92.6,95.0,92.5
2020-05-05,82.41,92.7,0.9(0.98 %),274700,25433000000,0,0,91.8,93.0,91.8
2020-05-04,81.61,91.8,-0.1(-0.11 %),259550,23849000000,0,0,91.9,92.5,90.0
2020-04-29,81.7,91.9,-0.1(-0.11 %),314400,29036000000,0,0,91.9,93.4,90.5
2020-04-28,81.79,92.0,0(0.00 %),222920,20484000000,50000,4592500000,92.5,92.9,91.5
2020-04-27,81.79,92.0,-1(-1.08 %),453720,42178000000,0,0,95.0,95.0,92.0
2020-04-24,82.68,93.0,0(0.00 %),300240,27904000000,0,0,93.0,93.9,92.4
2020-04-23,82.68,93.0,0.5(0.54 %),347420,32411000000,0,0,93.0,94.9,92.7
2020-04-22,82.23,92.5,-0.5(-0.54 %),884070,81610000000,0,0,92.0,92.8,90.5
2020-04-21,82.68,93.0,-3.2(-3.33 %),892270,83416000000,0,0,95.5,95.5,92.5
2020-04-20,85.52,96.2,0.1(0.10 %),1055020,100997000000,0,0,96.1,96.4,94.9
2020-04-17,85.43,96.1,0.2(0.21 %),1191510,114041000000,0,0,95.3,96.1,89.2
2020-04-16,85.26,95.9,-0.1(-0.10 %),845580,80750000000,0,0,96.0,96.0,94.7
2020-04-15,85.34,96.0,0.4(0.42 %),1176850,112354000000,1567000,149805200000,95.6,96.0,94.9
2020-04-14,84.99,95.6,-0.4(-0.42 %),631630,60448000000,100000,9630000000,96.5,96.5,94.5
2020-04-13,85.34,96.0,1(1.05 %),1411550,134914000000,1627000,154590000000,95.8,96.0,94.9
2020-04-10,84.46,95.0,-1(-1.04 %),983120,93142000000,249000,23701360000,96.0,96.8,93.7
2020-04-09,85.34,96.0,2(2.13 %),1560610,148626000000,0,0,94.0,97.3,93.8
2020-04-08,83.57,94.0,-3.3(-3.39 %),760120,71840000000,250000,23613000000,97.0,97.0,94.0
2020-04-07,86.5,97.3,0(0.00 %),2855700,277307000000,0,0,97.6,100.9,93.0
2020-04-06,86.5,97.3,6.3(6.92 %),2698260,256693000000,0,0,92.0,97.3,91.3
2020-04-03,80.9,91.0,5(5.81 %),1184500,105538000000,100000,8950000000,86.0,91.0,86.0
2020-04-01,76.45,86.0,2.6(3.12 %),437820,37816000000,296000,25530000000,82.5,87.0,81.0
2020-03-31,74.14,83.4,2(2.46 %),1296450,107819000000,267000,22258060000,81.4,87.0,80.4
2020-03-30,72.36,81.4,-5.4(-6.22 %),881240,71318000000,303270,24528216000,80.8,82.0,80.8
2020-03-27,77.17,86.8,5(6.11 %),1149310,98089000000,58000,4949720000,82.0,87.4,79.5
2020-03-26,72.72,81.8,5.3(6.93 %),1242250,99483000000,275000,21899600000,77.6,81.8,75.6
2020-03-25,68.01,76.5,5(6.99 %),1401570,102788000000,4586000,309668500000,71.5,76.5,68.0
2020-03-24,63.56,71.5,-5.3(-6.90 %),1474050,106515000000,1588105,113903507500,71.8,75.0,71.5
2020-03-23,68.28,76.8,-5.7(-6.91 %),678160,52130000000,898650,69310239000,78.0,78.3,76.8
2020-03-20,73.34,82.5,-6.2(-6.99 %),1083480,91400000000,927160,78616946000,88.7,88.7,82.5
2020-03-19,78.85,88.7,-0.3(-0.34 %),1103680,94688000000,876500,76273075000,86.9,88.7,83.1
2020-03-18,79.12,89.0,0.5(0.56 %),785390,69062000000,0,0,87.9,90.0,86.5
2020-03-17,78.68,88.5,-4(-4.32 %),681330,61584000000,41000,3530100000,88.5,92.3,87.6
2020-03-16,82.23,92.5,0(0.00 %),971340,87677000000,0,0,92.0,92.5,86.6
2020-03-13,82.23,92.5,0.7(0.76 %),1226880,108074000000,41000,3501400000,86.0,92.5,85.4
2020-03-12,81.61,91.8,-5.2(-5.36 %),1896270,172373000000,0,0,91.0,92.3,90.3
2020-03-11,86.23,97.0,-0.7(-0.72 %),1049580,100237000000,0,0,98.0,98.0,91.1
2020-03-10,86.86,97.7,0(0.00 %),825490,79506000000,0,0,93.0,99.2,91.2
2020-03-09,86.86,97.7,-7.3(-6.95 %),966890,94941000000,147700,14430290000,101.5,102.0,97.7
2020-03-06,93.34,105.0,-0.6(-0.57 %),750830,77969000000,0,0,105.0,105.0,103.1
2020-03-05,93.88,105.6,0.1(0.09 %),352300,37106000000,0,0,105.1,105.9,103.8
2020-03-04,93.79,105.5,0(0.00 %),443810,46634000000,25000,2820000000,104.6,105.5,103.5
2020-03-03,93.79,105.5,0.1(0.09 %),557950,58756000000,0,0,105.1,105.6,104.5
2020-03-02,93.7,105.4,0(0.00 %),742130,77712000000,0,0,104.0,105.4,102.7
2020-02-28,93.7,105.4,-0.2(-0.19 %),870840,90829000000,0,0,105.0,105.4,103.0
2020-02-27,93.88,105.6,-0.3(-0.28 %),740420,78052000000,233600,24896876000,105.8,106.0,104.1
2020-02-26,94.15,105.9,-1.1(-1.03 %),625410,66199000000,0,0,104.0,106.6,104.0
2020-02-25,95.12,107.0,-0.3(-0.28 %),543820,57910000000,0,0,106.7,107.3,105.9
2020-02-24,95.39,107.3,-2.6(-2.37 %),1428650,152649000000,24000,2455200000,107.1,108.0,105.5
2020-02-21,97.7,109.9,-0.1(-0.09 %),309060,33788000000,0,0,108.6,110.0,107.8
2020-02-20,97.79,110.0,5(4.76 %),353570,37852000000,0,0,106.0,110.0,105.0
2020-02-19,93.34,105.0,0.5(0.48 %),875320,92120000000,0,0,103.5,107.0,103.5
2020-02-18,92.9,104.5,-3.5(-3.24 %),791870,82804000000,100000,10500000000,107.0,107.0,104.0
2020-02-17,96.01,108.0,-2(-1.82 %),742220,79581000000,200000,21630000000,110.0,110.0,105.0
2020-02-14,97.79,110.0,-2.4(-2.14 %),252390,28065000000,150000,16809500000,112.3,112.6,110.0
2020-02-13,99.92,112.4,0.4(0.36 %),285340,32017000000,0,0,111.5,112.7,111.4
2020-02-12,99.57,112.0,-1.4(-1.23 %),452790,50912000000,0,0,113.4,113.4,112.0
2020-02-11,100.81,113.4,-0.3(-0.26 %),290630,33027000000,0,0,113.5,114.2,113.0
2020-02-10,101.08,113.7,-0.7(-0.61 %),192700,21903000000,0,0,113.0,114.1,113.0
2020-02-07,101.7,114.4,0(0.00 %),1295520,147288000000,63340,7206191800,114.0,114.4,112.0
2020-02-06,101.7,114.4,-0.1(-0.09 %),676290,77106000000,75710,8643810700,114.4,114.7,112.8
2020-02-05,101.79,114.5,-0.3(-0.26 %),468420,53189000000,376370,42620958700,114.8,114.8,113.0
2020-02-04,102.06,114.8,0(0.00 %),1485500,168696000000,0,0,113.6,114.8,111.8
2020-02-03,102.06,114.8,0(0.00 %),760420,86607000000,0,0,114.8,114.8,112.3
2020-01-31,102.06,114.8,-0.1(-0.09 %),831740,95373000000,0,0,114.9,114.9,113.6
2020-01-30,102.15,114.9,0(0.00 %),682720,78074000000,0,0,114.1,114.9,112.1
2020-01-22,102.15,114.9,0(0.00 %),371780,42626000000,0,0,114.9,114.9,114.2
2020-01-21,102.15,114.9,0(0.00 %),181510,20821000000,26000,3195400000,114.3,115.0,114.3
2020-01-20,102.15,114.9,0(0.00 %),370670,42467000000,0,0,114.9,114.9,114.3
2020-01-17,102.15,114.9,-0.1(-0.09 %),169100,19434000000,0,0,114.9,115.1,114.4
2020-01-16,102.24,115.0,0(0.00 %),186740,21445000000,2544785,292654518000,115.0,115.1,114.3
2020-01-15,102.24,115.0,0(0.00 %),205600,23570000000,30000,3210000000,115.0,115.0,114.3
2020-01-14,102.24,115.0,0.1(0.09 %),101150,11621000000,2920000,335508000000,114.9,115.1,114.3
2020-01-13,102.15,114.9,0.1(0.09 %),146680,16847000000,0,0,114.7,115.1,114.5
2020-01-10,102.06,114.8,0.1(0.09 %),159120,18274000000,0,0,115.0,115.0,114.7
2020-01-09,101.97,114.7,0.4(0.35 %),273870,31373000000,96000,10683600000,114.3,115.1,114.2
2020-01-08,101.61,114.3,-0.4(-0.35 %),468910,53461000000,0,0,114.5,114.7,113.6
2020-01-07,101.97,114.7,0.2(0.17 %),183910,21078000000,0,0,114.5,115.0,114.3
2020-01-06,101.79,114.5,-0.8(-0.69 %),301910,34640000000,0,0,115.0,115.0,114.4
2020-01-03,102.5,115.3,0.3(0.26 %),248940,28636000000,0,0,115.0,115.3,114.3
2020-01-02,102.24,115.0,0(0.00 %),440280,50481000000,0,0,114.9,115.0,114.0
