Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
2022-08-09,65.3,65.3,0.7(1.08 %),792000,51504000000,0,0,64.8,65.4,64.7
2022-08-08,64.6,64.6,-0.8(-1.22 %),1010300,65648000000,0,0,65.4,65.7,64.6
2022-08-05,65.4,65.4,-1(-1.51 %),1134900,74406000000,0,0,65.9,66.2,65.2
2022-08-04,66.4,66.4,0.4(0.61 %),1146000,75533000000,0,0,66.0,66.4,65.4
2022-08-03,66.0,66.0,-0.6(-0.90 %),1250700,82156000000,0,0,65.8,66.4,65.1
2022-08-02,66.6,66.6,1.9(2.94 %),1372600,89722000000,0,0,64.8,66.6,64.5
2022-08-01,64.7,64.7,0.7(1.09 %),1261800,81515000000,20023,1287478900,64.9,65.1,64.1
2022-07-29,64.0,64.0,-3(-4.48 %),1908500,124118000000,0,0,67.8,67.8,64.0
2022-07-28,67.0,67.0,0.5(0.75 %),1152200,76666000000,0,0,66.6,67.1,66.0
2022-07-27,66.5,66.5,0.4(0.61 %),581400,38634000000,0,0,66.2,66.8,66.0
2022-07-26,66.1,66.1,-1.2(-1.78 %),592700,39642000000,50000,3347500000,66.1,67.6,66.1
2022-07-25,67.3,67.3,0.8(1.20 %),755800,50642000000,0,0,66.9,67.4,66.5
2022-07-22,66.5,66.5,-2(-2.92 %),674700,45466000000,0,0,68.1,68.5,66.5
2022-07-21,68.5,68.5,0.3(0.44 %),930600,63742000000,0,0,68.2,68.8,68.1
2022-07-20,68.2,68.2,-0.6(-0.87 %),626100,42841000000,0,0,68.8,69.0,68.2
2022-07-19,68.8,68.8,0.8(1.18 %),655400,44880000000,0,0,68.0,69.0,68.0
2022-07-18,68.0,68.0,-1.6(-2.30 %),1088000,74575000000,68732,4667721600,69.6,69.6,68.0
2022-07-15,69.6,69.6,0.1(0.14 %),1582500,109638000000,0,0,69.1,69.8,68.6
2022-07-14,69.5,69.5,0(0.00 %),1414300,98078000000,0,0,69.5,69.8,68.5
2022-07-13,69.5,69.5,-0.4(-0.57 %),2004600,138663000000,0,0,68.6,70.0,68.3
2022-07-12,69.9,69.9,-0.1(-0.14 %),1212400,83767000000,0,0,68.6,70.2,68.0
2022-07-11,70.0,70.0,0(0.00 %),2385900,163674000000,0,0,67.7,70.0,66.2
2022-07-08,70.0,70.0,0.2(0.29 %),1413800,97414000000,0,0,70.0,70.7,67.5
2022-07-07,69.8,69.8,2.3(3.41 %),2174100,148539000000,0,0,68.0,69.8,66.5
2022-07-06,67.5,67.5,-4.8(-6.64 %),2171700,151404000000,0,0,72.0,72.1,67.5
2022-07-05,72.3,72.3,-0.4(-0.55 %),1478700,106984000000,0,0,72.7,72.8,72.0
2022-07-04,72.7,72.7,0.1(0.14 %),758300,55007000000,0,0,72.4,72.7,72.2
2022-07-01,72.6,72.6,-0.9(-1.22 %),1866600,135666000000,0,0,73.2,73.4,72.1
2022-06-30,73.5,73.5,0.1(0.14 %),1878800,137553000000,40000,3040000000,72.7,73.5,72.4
2022-06-29,73.4,73.4,-0.2(-0.27 %),1429300,104442000000,300000,21600000000,72.8,73.4,72.3
2022-06-28,73.6,73.6,-0.2(-0.27 %),2228300,163163000000,0,0,73.0,73.8,72.4
2022-06-27,73.8,73.8,-0.8(-1.07 %),1822400,134451000000,0,0,73.8,74.8,73.5
2022-06-24,74.6,74.6,0.4(0.54 %),1514800,111835000000,0,0,73.5,74.6,72.0
2022-06-23,74.2,74.2,-0.8(-1.07 %),1548900,114522000000,0,0,74.1,74.2,73.0
2022-06-22,75.0,75.0,0(0.00 %),1418900,105888000000,1000000,72500000000,74.7,75.0,73.6
2022-06-21,75.0,75.0,-0.6(-0.79 %),1956200,146283000000,0,0,75.2,75.2,73.8
2022-06-20,75.6,75.6,-1(-1.31 %),2132800,161774000000,0,0,76.6,76.6,75.3
2022-06-17,76.6,76.6,0(0.00 %),3725300,284322000000,0,0,75.8,76.6,75.1
2022-06-16,76.6,76.6,-0.1(-0.13 %),1597800,122183000000,0,0,76.0,77.7,75.8
2022-06-15,76.7,76.7,0.1(0.13 %),2037200,155674000000,0,0,76.6,76.9,75.3
2022-06-14,76.6,76.6,0.2(0.26 %),2058500,156529000000,0,0,76.2,76.6,75.2
2022-06-13,76.4,76.4,-1.6(-2.05 %),1795500,137563000000,0,0,76.6,77.4,76.2
2022-06-10,78.0,78.0,-0.1(-0.13 %),979600,76254000000,0,0,77.8,78.2,77.5
2022-06-09,78.1,78.1,0(0.00 %),1542100,119959000000,0,0,78.0,78.2,77.3
2022-06-08,78.1,78.1,0.1(0.13 %),1441700,112674000000,0,0,77.8,78.7,77.6
2022-06-07,78.0,78.0,-0.5(-0.64 %),1562200,121827000000,50000,3750000000,78.5,78.5,77.7
2022-06-06,78.5,78.5,-0.3(-0.38 %),1503500,117783000000,0,0,78.7,78.9,77.9
2022-06-03,78.8,78.8,-0.1(-0.13 %),1249100,98085000000,0,0,78.1,79.2,78.0
2022-06-02,78.9,78.9,-0.4(-0.50 %),2935600,230413000000,969800,71571240000,79.2,79.2,77.6
2022-06-01,79.3,79.3,0.5(0.63 %),1539200,121421000000,475000,34817500000,78.6,79.4,78.3
2022-05-31,78.8,78.8,0.3(0.38 %),1776600,139496000000,0,0,78.0,79.5,77.7
2022-05-30,78.5,78.5,0.5(0.64 %),1390900,108457000000,155500,11289300000,78.0,78.5,77.2
2022-05-27,78.0,78.0,0.3(0.39 %),1575800,122224000000,0,0,77.4,78.0,77.0
2022-05-26,77.7,77.7,0(0.00 %),2076700,160691000000,0,0,77.7,77.7,76.8
2022-05-25,77.7,77.7,0.1(0.13 %),1360400,105433000000,0,0,77.6,78.1,76.7
2022-05-24,77.6,77.6,0.2(0.26 %),1568300,120936000000,0,0,77.0,77.6,76.4
2022-05-23,77.4,77.4,-0.4(-0.51 %),2644700,203734000000,20047,1535600200,77.6,77.7,76.2
2022-05-20,77.8,77.8,-0.1(-0.13 %),2331100,179901000000,0,0,77.9,77.9,76.5
2022-05-19,77.9,77.9,-0.1(-0.13 %),2650300,205350000000,0,0,76.4,79.0,76.2
2022-05-18,78.0,78.0,0(0.00 %),2964900,228541000000,213600,15507360000,78.0,78.0,76.0
2022-05-17,78.0,78.0,1(1.30 %),1857400,142509000000,458000,32838600000,76.0,78.0,75.2
2022-05-16,77.0,77.0,-1(-1.28 %),1994100,154105000000,550000,45100000000,79.0,79.0,76.2
2022-05-13,78.0,78.0,-1(-1.27 %),3134600,244382000000,260000,19110000000,79.0,79.0,77.2
2022-05-12,79.0,79.0,-1.5(-1.86 %),2474100,194550000000,0,0,80.0,80.0,77.1
2022-05-11,80.5,80.5,0.1(0.12 %),1983600,158309000000,0,0,80.2,80.5,78.7
2022-05-10,80.4,80.4,1.3(1.64 %),2617900,207043000000,540000,39744000000,78.9,80.4,78.1
2022-05-09,79.1,79.1,-0.7(-0.88 %),2428900,191175000000,0,0,78.7,79.2,77.9
2022-05-06,79.8,79.8,-0.2(-0.25 %),1690000,133715000000,962000,76995560000,78.5,80.0,78.0
2022-05-05,80.0,80.0,0.3(0.38 %),1858600,147893000000,0,0,79.6,80.0,78.5
2022-05-04,79.7,79.7,-0.3(-0.38 %),1436000,113661000000,30000,2418000000,79.6,80.0,77.7
2022-04-29,80.0,80.0,2.1(2.70 %),2148700,168327000000,24200,1754500000,77.5,80.0,76.6
2022-04-28,77.9,77.9,-0.1(-0.13 %),1386100,107295000000,0,0,78.0,78.2,76.3
2022-04-27,78.0,78.0,0(0.00 %),2793500,213541000000,335000,25464600000,77.5,78.0,75.0
2022-04-26,78.0,78.0,1.8(2.36 %),3661700,279148000000,0,0,73.5,78.5,73.5
2022-04-25,76.2,76.2,-1.5(-1.93 %),2738000,208718000000,0,0,77.8,79.2,72.7
2022-04-22,77.7,77.7,0.2(0.26 %),1867300,146045000000,30000,2361000000,77.7,79.0,77.6
2022-04-21,77.5,77.5,-1.8(-2.27 %),2684300,209961000000,0,0,79.0,79.5,77.5
2022-04-20,79.3,79.3,0.5(0.63 %),1713900,135637000000,62500,4750000000,78.0,79.8,78.0
2022-04-19,78.8,78.8,-0.7(-0.88 %),1816000,142601000000,651280,52531260000,78.6,79.8,77.8
2022-04-18,79.5,79.5,-1.2(-1.49 %),2984700,236157000000,0,0,80.0,80.1,78.1
2022-04-15,80.7,80.7,-1(-1.22 %),1678400,136057000000,0,0,81.5,81.8,80.6
2022-04-14,81.7,81.7,-0.5(-0.61 %),1763700,143967000000,85000,7140000000,81.6,82.2,81.1
2022-04-13,82.2,82.2,0.9(1.11 %),3146300,256499000000,150000,12195000000,81.0,82.3,80.7
2022-04-12,81.3,81.3,-0.4(-0.49 %),2356500,190801000000,0,0,81.4,81.4,80.3
2022-04-08,81.7,81.7,2.2(2.77 %),5192000,422700000000,150024,12099753360,80.0,82.4,80.0
2022-04-07,79.5,79.5,-1(-1.24 %),3704800,291532000000,60000,4500000000,80.2,80.3,77.6
2022-04-06,80.5,80.5,-1.8(-2.19 %),5679100,456580000000,599000,48443400000,80.5,82.3,79.5
2022-04-05,82.3,82.3,-0.4(-0.48 %),3591100,295429000000,85000,7140000000,82.5,83.1,81.7
2022-04-04,82.7,82.7,0.6(0.73 %),2730500,224703000000,80000,6560000000,82.5,82.8,81.5
2022-04-01,82.1,82.1,0.9(1.11 %),2609900,213581000000,0,0,81.4,82.5,80.9
2022-03-31,81.2,81.2,0.1(0.12 %),1372000,111943000000,185000,15240000000,81.1,82.3,81.0
2022-03-30,81.1,81.1,0.3(0.37 %),3088400,252160000000,0,0,82.5,82.7,80.4
2022-03-29,80.8,80.8,0.3(0.37 %),2798300,226101000000,100000,8610000000,80.0,81.8,79.8
2022-03-28,80.5,80.5,-0.5(-0.62 %),2339900,187940000000,185000,15240000000,79.9,81.2,79.7
2022-03-25,81.0,81.0,0(0.00 %),2193500,176657000000,0,0,80.6,81.0,79.7
2022-03-24,81.0,81.0,-0.4(-0.49 %),1995200,161016000000,570000,46790000000,81.4,81.4,80.4
2022-03-23,81.4,81.4,-0.8(-0.97 %),1529200,125197000000,15358809,1262263863800,82.1,82.4,81.4
2022-03-22,82.2,82.2,1.2(1.48 %),3631800,297518000000,0,0,81.0,82.4,81.0
2022-03-21,81.0,81.0,2.2(2.79 %),3705300,295461000000,50000,3950000000,78.8,81.0,78.3
2022-03-18,78.8,78.8,0.4(0.51 %),5520700,432689000000,3270000,256467000000,78.3,79.5,77.4
2022-03-17,78.4,78.4,0.3(0.38 %),2565900,200109000000,10220000,798182000000,78.3,78.5,77.3
2022-03-16,78.1,78.1,-0.2(-0.26 %),2950000,228843000000,70074,5507140180,78.3,78.4,77.2
2022-03-15,78.3,78.3,0(0.00 %),2733900,212270000000,141000,11025000000,78.0,78.6,77.0
2022-03-14,78.3,78.3,-0.7(-0.89 %),2622700,204457000000,50000,3800000000,78.8,78.8,77.4
2022-03-11,79.0,79.0,-0.1(-0.13 %),2222400,174176000000,0,0,78.8,79.0,77.8
2022-03-10,79.1,79.1,1.1(1.41 %),4366600,347999000000,0,0,78.5,80.6,78.0
2022-03-09,78.0,78.0,0.1(0.13 %),3049900,238116000000,120000,9315000000,78.1,78.7,77.3
2022-03-08,77.9,77.9,-0.6(-0.76 %),4290200,333046000000,20049,1551792600,78.0,78.9,77.1
2022-03-07,78.5,78.5,-0.5(-0.63 %),2442600,190902000000,621000,49059000000,78.4,79.0,77.3
2022-03-04,79.0,79.0,0(0.00 %),3817400,298849000000,90000,7065000000,79.0,79.3,77.8
2022-03-03,79.0,79.0,0.1(0.13 %),2610400,206930000000,0,0,78.9,80.4,78.3
2022-03-02,78.9,78.9,-0.3(-0.38 %),2401000,188103000000,0,0,79.2,79.2,77.2
2022-03-01,79.2,79.2,2.2(2.86 %),3467600,272240000000,0,0,77.1,79.9,77.0
2022-02-28,77.0,77.0,-2.1(-2.65 %),4678600,362044000000,67500,5368950000,79.5,79.5,77.0
2022-02-25,79.1,79.1,-1(-1.25 %),3385500,269910000000,0,0,80.9,80.9,79.1
2022-02-24,80.1,80.1,-2.4(-2.91 %),6367500,513409000000,0,0,82.3,82.4,79.3
2022-02-23,82.5,82.5,0.5(0.61 %),1439000,118332000000,0,0,82.1,82.5,82.0
2022-02-22,82.0,82.0,-1.6(-1.91 %),2975200,244872000000,600000,50160000000,83.0,83.3,81.8
2022-02-21,83.6,83.6,1.4(1.70 %),2513700,209089000000,0,0,82.1,83.8,82.0
2022-02-18,82.2,82.2,-0.9(-1.08 %),2914400,239819000000,0,0,82.5,82.8,82.0
2022-02-17,83.1,83.1,0.2(0.24 %),2865600,236811000000,70000,5523000000,82.8,83.5,82.0
2022-02-16,82.9,82.9,-0.8(-0.96 %),1986000,165073000000,0,0,83.9,83.9,82.7
2022-02-15,83.7,83.7,1.9(2.32 %),3001500,249534000000,0,0,82.0,83.8,81.8
2022-02-14,81.8,81.8,0.1(0.12 %),4973500,409571000000,288000,23180000000,81.7,84.0,80.7
2022-02-11,81.7,81.7,-2.3(-2.74 %),7846400,644393000000,0,0,83.0,83.6,81.5
2022-02-10,84.0,84.0,-1.7(-1.98 %),11088500,925742000000,0,0,85.7,86.0,81.7
2022-02-09,85.7,85.7,-1.6(-1.83 %),8812500,762223000000,0,0,87.6,88.7,84.9
2022-02-08,87.3,87.3,-3.9(-4.28 %),8010800,707899000000,20099,1748613000,91.3,92.3,86.7
2022-02-07,91.2,91.2,-5.8(-5.98 %),7413400,698729000000,40000,3612000000,96.4,97.5,91.2
2022-01-28,97.0,97.0,0.5(0.52 %),2999600,288309000000,0,0,95.1,97.0,94.5
2022-01-27,96.5,96.5,0.1(0.10 %),2559000,244667000000,500000,47500000000,96.5,96.5,94.2
2022-01-26,96.4,96.4,0.4(0.42 %),1932000,184746000000,0,0,96.5,96.5,94.5
2022-01-25,96.0,96.0,1(1.05 %),3198400,304823000000,720000,69120000000,95.0,97.7,93.4
2022-01-24,95.0,95.0,-0.5(-0.52 %),3935300,371418000000,1000000,91000000000,94.9,96.0,92.5
2022-01-21,95.5,95.5,0.5(0.53 %),3192800,302017000000,0,0,95.9,96.0,93.3
2022-01-20,95.4,95.4,-0.4(-0.42 %),730800,69630000000,0,0,94.6,96.3,94.6
2022-01-19,93.8,93.8,-2.1(-2.19 %),1612700,153023000000,0,0,95.0,95.9,93.6
2022-01-18,95.9,95.9,-1.1(-1.13 %),2032000,194795000000,732300,69802836000,97.0,97.0,94.1
2022-01-17,97.0,97.0,-1.9(-1.92 %),2628900,255500000000,0,0,99.0,99.2,94.5
2022-01-14,98.9,98.9,0.1(0.10 %),1017400,100591000000,186400,17130160000,98.2,99.6,98.2
2022-01-13,98.8,98.8,-2(-1.98 %),1955700,194881000000,192000,18009600000,101.0,101.0,98.5
2022-01-12,100.8,100.8,-0.2(-0.20 %),2338500,233627000000,0,0,101.5,101.5,98.0
2022-01-11,101.0,101.0,-1.3(-1.27 %),2240600,226097000000,186400,20392160000,102.0,102.0,99.8
2022-01-10,102.3,102.3,0.1(0.10 %),2908500,302199000000,192000,20985600000,102.5,105.5,102.2
2022-01-07,102.2,102.2,-2.3(-2.20 %),3108800,321554000000,20037,2063811000,106.4,106.4,102.2
2022-01-06,104.5,104.5,4.5(4.50 %),5061400,531063000000,1386400,142375200000,101.0,106.4,100.5
2022-01-05,100.0,100.0,-1(-0.99 %),3396500,342984000000,192000,18048000000,100.8,102.2,99.5
2022-01-04,101.0,101.0,5.9(6.20 %),3071100,303095000000,962000,97643000000,96.0,101.5,95.7
2021-12-31,95.1,95.1,0.1(0.11 %),1267000,120477000000,186400,18938240000,95.2,96.3,94.2
2021-12-30,95.0,95.0,-0.5(-0.52 %),1662400,158469000000,242000,24703200000,95.8,96.4,95.0
2021-12-29,95.5,95.5,-2.9(-2.95 %),2291900,220489000000,30000,3150000000,98.0,98.0,95.2
2021-12-28,98.4,98.4,-0.6(-0.61 %),1737300,169915000000,206400,19009440000,99.1,99.3,96.5
2021-12-27,99.0,99.0,2.5(2.59 %),1907500,186164000000,592000,54061600000,97.0,99.0,96.5
2021-12-24,96.5,96.5,0.5(0.52 %),1415500,136065000000,500000,48870000000,96.5,96.9,95.1
2021-12-23,96.0,96.0,-3.6(-3.61 %),2771100,270845000000,186400,19851600000,99.6,100.0,96.0
2021-12-22,99.6,99.6,1.5(1.53 %),2410600,239797000000,992000,97400800000,98.2,100.1,98.2
2021-12-21,98.1,98.1,-0.9(-0.91 %),1467300,145648000000,20000,1844000000,99.0,100.8,98.1
2021-12-20,99.0,99.0,-3(-2.94 %),1372800,137686000000,686400,71439360000,102.0,102.0,99.0
2021-12-17,102.0,102.0,2(2.00 %),6655000,675205000000,492000,49956000000,100.0,102.7,98.8
2021-12-16,100.0,100.0,0(0.00 %),3095200,308679000000,400000,37600000000,100.0,101.5,98.3
2021-12-15,100.0,100.0,-2.5(-2.44 %),2897300,291833000000,1406412,138094652000,102.7,102.7,99.9
2021-12-14,102.5,102.5,-0.7(-0.68 %),2629100,268883000000,192000,21196800000,103.0,103.1,101.6
2021-12-13,103.2,103.2,0.1(0.10 %),4076200,418723000000,0,0,102.7,104.5,101.0
2021-12-10,103.1,103.1,-3.9(-3.64 %),3080600,323154000000,0,0,107.0,107.2,103.1
2021-12-09,107.0,107.0,1.1(1.04 %),3173400,336432000000,226000,23739400000,105.0,107.5,104.0
2021-12-08,105.9,105.9,-0.8(-0.75 %),3539500,371937000000,100000,10481000000,106.5,107.0,103.5
2021-12-07,106.7,106.7,1.1(1.04 %),3026300,322616000000,337000,35848470000,107.4,107.5,105.6
2021-12-06,105.6,105.6,0.1(0.09 %),5825100,623409000000,160000,17068800000,107.9,109.0,103.6
2021-12-03,105.5,105.5,-1.7(-1.59 %),5152400,558929000000,280000,30108500000,109.1,109.6,105.5
2021-12-02,107.2,107.2,1.2(1.13 %),4428600,472224000000,962000,104129900000,106.0,108.5,105.1
2021-12-01,106.0,106.0,1(0.95 %),4082000,430436000000,360000,37080000000,105.0,107.3,104.0
2021-11-30,105.0,105.0,-0.3(-0.28 %),4674300,491679000000,100000,10489000000,105.5,106.9,103.5
2021-11-29,105.3,105.3,6.8(6.90 %),8742300,900646000000,556200,57977048000,99.0,105.3,98.5
2021-11-26,98.5,98.5,4.5(4.79 %),8681700,852974000000,528600,52028588000,95.9,100.0,95.2
2021-11-25,94.0,94.0,-0.1(-0.11 %),1401800,132130000000,600000,58500000000,94.8,94.8,93.8
2021-11-24,94.1,94.1,-0.7(-0.74 %),2045100,192437000000,800000,76000000000,94.8,95.2,93.5
2021-11-23,94.8,94.8,0(0.00 %),1382700,130382000000,0,0,94.0,95.0,93.5
2021-11-22,94.8,94.8,0(0.00 %),2152100,202655000000,300000,27300000000,94.5,95.0,93.0
2021-11-19,94.8,94.8,0.3(0.32 %),2032500,193153000000,320099,29300335700,94.6,96.0,94.0
2021-11-18,94.5,94.5,-1.8(-1.87 %),3871100,374066000000,30000,2697000000,97.0,98.5,94.5
2021-11-17,96.3,96.3,1.5(1.58 %),2815800,269901000000,0,0,94.7,97.0,94.2
2021-11-16,94.8,94.8,-0.2(-0.21 %),1643900,155146000000,600000,58500000000,95.0,95.1,93.9
2021-11-15,95.0,95.0,0.5(0.53 %),1922400,181982000000,0,0,94.5,95.1,94.0
2021-11-12,94.5,94.5,-0.3(-0.32 %),1133100,106829000000,0,0,94.8,94.8,93.9
2021-11-11,94.8,94.8,-0.1(-0.11 %),2186600,206891000000,0,0,94.9,95.0,93.9
2021-11-10,94.9,94.9,0(0.00 %),1680500,159028000000,60290,5715492000,95.1,95.2,93.6
2021-11-09,94.9,94.9,0(0.00 %),2373800,224434000000,1263800,112022852000,95.4,95.4,93.2
2021-11-08,94.9,94.9,-0.1(-0.11 %),1792000,170459000000,114600,10900752000,95.0,95.5,94.5
2021-11-05,95.0,95.0,0(0.00 %),1786600,168995000000,83500,7898265000,94.5,95.0,94.0
2021-11-04,95.0,95.0,-0.3(-0.31 %),1879100,177818000000,0,0,95.2,95.5,94.0
2021-11-03,95.3,95.3,-0.5(-0.52 %),3568200,338290000000,0,0,95.8,95.8,93.9
2021-11-02,95.8,95.8,0(0.00 %),1647800,157225000000,0,0,95.7,96.0,94.9
2021-11-01,95.8,95.8,0(0.00 %),2226600,212447000000,0,0,95.8,96.0,94.9
2021-10-29,95.8,95.8,0.8(0.84 %),2268000,216841000000,0,0,94.2,96.5,94.2
2021-10-28,95.0,95.0,0(0.00 %),2086100,197697000000,0,0,95.0,95.4,93.6
2021-10-27,95.0,95.0,2.8(3.04 %),3908900,365765000000,300000,28113000000,92.0,95.0,91.6
2021-10-26,92.2,92.2,0.1(0.11 %),1335900,122601000000,0,0,91.8,92.2,90.9
2021-10-25,92.1,92.1,0.3(0.33 %),1341200,123245000000,0,0,91.9,92.5,91.2
2021-10-22,91.8,91.8,0.8(0.88 %),1428000,130423000000,0,0,91.0,91.8,90.8
2021-10-21,91.0,91.0,-1.3(-1.41 %),2847400,260569000000,0,0,91.7,92.6,91.0
2021-10-20,92.3,92.3,-0.1(-0.11 %),3128600,287279000000,0,0,92.3,92.5,89.9
2021-10-19,92.4,92.4,-0.2(-0.22 %),1686700,155415000000,0,0,92.6,92.7,91.5
2021-10-18,92.6,92.6,0(0.00 %),2039400,188206000000,0,0,92.3,92.9,91.1
2021-10-15,92.6,92.6,0.1(0.11 %),1553700,144088000000,0,0,92.5,93.0,92.0
2021-10-14,92.5,92.5,-0.6(-0.64 %),2677900,247586000000,0,0,93.2,93.2,91.5
2021-10-13,93.1,93.1,0.2(0.22 %),2581200,241175000000,0,0,93.0,93.8,92.8
2021-10-12,92.9,92.9,1(1.09 %),2438700,225801000000,250000,23175000000,92.0,93.0,92.0
2021-10-11,91.9,91.9,2.6(2.91 %),2694300,244161000000,0,0,89.4,92.0,89.4
2021-10-08,89.3,89.3,0.5(0.56 %),1298500,115842000000,0,0,89.0,89.5,88.8
2021-10-07,88.8,88.8,0.2(0.23 %),2290900,203846000000,0,0,88.3,89.5,88.3
2021-10-06,88.6,88.6,0(0.00 %),1736800,153898000000,0,0,88.8,89.0,88.1
2021-10-05,88.6,88.6,0.8(0.91 %),2370600,209257000000,22499,2112656100,87.8,88.8,87.1
2021-10-04,87.8,87.8,0.1(0.11 %),1565200,137055000000,0,0,87.6,88.0,87.1
2021-10-01,87.7,87.7,-0.3(-0.34 %),1734200,151983000000,2443045,200085385500,88.0,88.4,87.2
2021-09-30,88.0,88.0,1.3(1.50 %),3404700,299770000000,0,0,86.5,89.4,86.5
2021-09-29,86.7,86.7,0.2(0.23 %),1911200,165519000000,100067,8664595500,86.7,86.9,86.0
2021-09-28,86.5,86.5,0.4(0.46 %),2387300,205720000000,40077,3446622000,85.3,87.0,85.2
2021-09-27,86.1,86.1,-0.9(-1.03 %),3000800,258928000000,1622447,141152889000,87.0,87.5,83.2
2021-09-24,87.0,87.0,-0.1(-0.11 %),3207900,279275000000,20037,1739211600,87.1,87.5,86.3
2021-09-23,87.1,87.1,1(1.16 %),2664100,231387000000,2720000,234359200000,86.5,87.4,86.4
2021-09-22,86.1,86.1,0.5(0.58 %),2845500,244296000000,200000,17246000000,85.6,86.9,85.4
2021-09-21,85.6,85.6,-1.1(-1.27 %),4524800,388110000000,0,0,85.5,86.4,85.0
2021-09-20,86.7,86.7,-0.1(-0.12 %),4014800,348932000000,0,0,87.0,88.9,86.0
2021-09-17,86.8,86.8,-1(-1.14 %),5567900,486699000000,1073300,93408959000,88.0,89.2,86.8
2021-09-16,87.8,87.8,-3.6(-3.94 %),15130200,1338540000000,3750000,342750000000,91.4,91.4,87.8
2021-09-15,91.4,91.4,-0.6(-0.65 %),1037000,95027000000,5131400,472010124000,92.0,92.4,91.3
2021-09-14,92.0,92.0,0(0.00 %),1419300,131232000000,0,0,92.3,92.9,91.9
2021-09-13,92.0,92.0,0.7(0.77 %),1828100,168970000000,2000000,186000000000,91.8,93.4,91.6
2021-09-10,91.3,91.3,0(0.00 %),1614600,147636000000,449300,41075006000,91.8,92.0,91.3
2021-09-09,91.3,91.3,-0.7(-0.76 %),2696600,246795000000,150000,13699500000,92.2,92.4,91.3
2021-09-08,92.0,92.0,-1.9(-2.02 %),2505700,232577000000,124000,11501000000,94.0,94.3,92.0
2021-09-07,93.9,93.9,-1.1(-1.16 %),2280200,215212000000,114000,10755900000,95.5,95.5,93.9
2021-09-06,95.0,95.0,0.9(0.96 %),1928800,183258000000,197000,18716970000,94.4,95.8,94.2
2021-09-01,94.1,94.1,0(0.00 %),1303100,123064000000,0,0,94.1,95.0,94.1
2021-08-31,94.1,94.1,0(0.00 %),1529600,144318000000,695500,65446550000,94.1,95.1,93.8
2021-08-30,94.1,94.1,-0.7(-0.74 %),1414900,133942000000,387369,36701581200,95.0,95.3,94.1
2021-08-27,94.8,94.8,1.7(1.83 %),2485900,230967000000,0,0,93.0,95.0,91.5
2021-08-26,93.1,93.1,-1.5(-1.59 %),1766200,165306000000,0,0,94.6,94.6,93.0
2021-08-25,94.6,94.6,-0.8(-0.84 %),2057000,193562000000,0,0,95.4,95.4,93.0
2021-08-24,95.4,95.4,-0.8(-0.83 %),1417400,135917000000,600000,61650000000,96.4,97.0,95.1
2021-08-23,96.2,96.2,-1.5(-1.54 %),2161000,208668000000,53500,5162750000,97.5,97.7,95.8
2021-08-20,97.7,97.7,-6.3(-6.06 %),4953900,489554000000,50000,5200000000,100.0,102.0,97.2
2021-08-19,104.0,104.0,6.1(6.23 %),3521100,351297000000,0,0,97.9,104.0,96.7
2021-08-18,97.9,97.9,-1(-1.01 %),2297700,227397000000,194900,19267063000,99.0,100.2,97.9
2021-08-17,98.9,98.9,-11.7(-10.58 %),4887500,491308000000,100000,10012000000,100.0,103.4,98.9
2021-08-16,98.32,110.6,-0.3(-0.27 %),3085800,343611000000,0,0,112.0,112.7,110.6
2021-08-13,98.59,110.9,-0.2(-0.18 %),2119300,235943000000,3722146,399735651200,111.5,112.2,110.5
2021-08-12,98.77,111.1,0.1(0.09 %),1833400,204117000000,0,0,111.0,112.9,110.5
2021-08-11,98.68,111.0,-2(-1.77 %),2382000,267934000000,0,0,113.0,114.0,111.0
2021-08-10,100.46,113.0,-0.1(-0.09 %),2830600,322364000000,90000,10220400000,115.0,115.0,113.0
2021-08-09,100.55,113.1,-0.2(-0.18 %),3219800,362290000000,0,0,113.2,113.7,111.6
2021-08-06,100.72,113.3,-0.7(-0.61 %),3021900,345492000000,0,0,115.0,115.9,113.3
2021-08-05,101.35,114.0,0(0.00 %),2049200,234043000000,0,0,113.7,115.0,112.9
2021-08-04,101.35,114.0,-0.5(-0.44 %),2882400,331873000000,799200,87724900000,115.5,116.4,114.0
2021-08-03,101.79,114.5,7(6.51 %),7293100,826962000000,0,0,109.4,115.0,109.0
2021-08-02,95.57,107.5,0.3(0.28 %),1682400,182073000000,0,0,107.5,109.6,106.9
2021-07-30,95.3,107.2,2.1(2.00 %),2339200,249899000000,318000,33962400000,107.0,107.3,106.0
2021-07-29,93.43,105.1,-0.1(-0.10 %),1076500,112885000000,0,0,105.5,105.6,104.5
2021-07-28,93.52,105.2,0.9(0.86 %),1192400,125159000000,314200,33041272000,104.3,105.5,104.0
2021-07-27,92.72,104.3,0.1(0.10 %),1442800,151766000000,0,0,105.0,105.8,104.3
2021-07-26,92.63,104.2,0.2(0.19 %),1940200,202707000000,156100,16323377000,104.8,105.4,103.1
2021-07-23,92.46,104.0,-2.2(-2.07 %),3088800,328407000000,1908596,209798156000,106.2,108.8,104.0
2021-07-22,94.41,106.2,2.2(2.12 %),2242200,237630000000,4399710,487498202000,104.0,106.8,103.7
2021-07-21,92.46,104.0,1(0.97 %),2765100,288244000000,11455812,1254411414000,103.1,106.5,102.0
